Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Goal_Contribution_90,Expected_Goal_Contribution_90,G_per_xG,Ast_per_xAG,Progressive_Actions_90,Goal_Involvement_Per_Match,Shot_Conversion_Rate,Expected_Assist_Efficiency,Pass_to_Goal_Efficiency,Total_Contribution_Index
Harry Toffolo,eng ENG,DF,Nott'ham Forest,27,1995,23,15,1459,16.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,1.5,3.2,10.0,42.0,34.0,0.25,0.2,0.0154215215901302,0.1912268677176148,0.15625,0.4838709677419354,3.207676490747087,0.010869565217391304,0.15625,0.03571428571428571,168.0,3.3989033584647017
Ben White,eng ENG,DF,Arsenal,25,1997,37,35,2988,33.2,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,1.2,1.2,3.8,5.0,44.0,192.0,162.0,0.24,0.15,0.0072289156626506,0.1506024096385542,0.2,0.76,7.108433734939759,0.006486486486486486,0.2,0.019791666666666666,800.0,7.259036144578314
Jack Harrison,eng ENG,"MF,FW",Everton,26,1996,29,25,2214,24.6,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,3.6,3.6,3.4,7.0,65.0,62.0,135.0,0.24,0.28,0.0097560975609756,0.2845528455284553,0.0666666666666666,0.4857142857142857,5.16260162601626,0.008275862068965517,0.06666666666666667,0.054838709677419356,258.33333333333337,5.4471544715447155
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,25,1998,26,19,1495,16.6,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,1.0,2.3,14.0,91.0,43.0,0.24,0.14,0.014448160535117,0.1384615384615384,0.1846153846153846,0.4347826086956522,6.321070234113712,0.00923076923076923,0.1846153846153846,0.01098901098901099,379.1666666666667,6.459531772575251
Christian Eriksen,dk DEN,MF,Manchester Utd,31,1992,22,12,1141,12.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.3,3.3,20.0,68.0,23.0,0.24,0.26,0.0189307624890446,0.2602979842243645,0.24,0.6969696969696969,6.941279579316388,0.010909090909090908,0.24,0.033823529411764704,283.33333333333337,7.201577563540754
Josh Brownhill,eng ENG,MF,Burnley,27,1995,33,23,2252,25.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,1.9,1.9,2.1,4.0,19.0,90.0,36.0,0.24,0.16,0.0095914742451154,0.1598579040852575,0.1263157894736842,0.525,4.356127886323268,0.007272727272727273,0.12631578947368421,0.023333333333333334,375.0,4.515985790408526
James Milner,eng ENG,"DF,MF",Brighton,37,1986,15,11,773,8.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.8,2.0,11.0,69.0,73.0,0.23,0.24,0.0267787839586028,0.2445019404915912,0.7666666666666667,0.8571428571428571,9.314359637774904,0.015333333333333334,0.7666666666666667,0.026086956521739132,300.0,9.558861578266495
Frank Onyeka,ng NGA,MF,Brentford,25,1998,26,11,1161,12.9,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,2.2,2.2,1.8,4.0,17.0,33.0,39.0,0.23,0.31,0.017829457364341,0.3100775193798449,0.1045454545454545,0.45,3.8759689922480622,0.008846153846153847,0.10454545454545454,0.05454545454545455,143.47826086956522,4.186046511627907
Takehiro Tomiyasu,jp JPN,DF,Arsenal,24,1998,22,10,1149,12.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,1.5,1.5,0.4,1.9,17.0,72.0,37.0,0.23,0.15,0.0180156657963446,0.1488250652741514,0.1533333333333333,0.2105263157894737,6.971279373368145,0.010454545454545454,0.15333333333333335,0.005555555555555556,313.04347826086956,7.120104438642297
Zeki Amdouni,ch SUI,FW,Burnley,22,2000,34,27,1953,21.7,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,5.8,5.0,1.4,6.5,63.0,49.0,93.0,0.23,0.33,0.0105990783410138,0.3317972350230414,0.0396551724137931,0.1944444444444444,5.161290322580645,0.006764705882352942,0.039655172413793106,0.02857142857142857,213.04347826086956,5.493087557603687
Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26,1997,30,20,1995,22.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.2,4.2,3.1,7.4,127.0,53.0,150.0,0.23,0.33,0.010375939849624,0.3293233082706767,0.0547619047619047,0.4246575342465753,8.120300751879698,0.007666666666666667,0.05476190476190476,0.05849056603773585,230.43478260869566,8.449624060150377
Josh Cullen,ie IRL,MF,Burnley,27,1996,25,23,2057,22.9,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,0.6,0.6,1.8,2.4,22.0,123.0,22.0,0.22,0.11,0.0096256684491978,0.1050072921730675,0.3666666666666667,0.75,6.344190568789499,0.0088,0.3666666666666667,0.014634146341463415,559.0909090909091,6.449197860962567
Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,26,1997,14,8,801,8.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.4,1.5,10.0,28.0,32.0,0.22,0.17,0.0247191011235955,0.1685393258426966,2.1999999999999997,0.9333333333333332,4.269662921348314,0.015714285714285715,2.1999999999999997,0.049999999999999996,127.27272727272727,4.438202247191011
Harry Maguire,eng ENG,DF,Manchester Utd,30,1993,22,18,1653,18.4,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,1.2,3.3,20.0,73.0,2.0,0.22,0.18,0.0119782214156079,0.1742286751361161,0.11,0.3749999999999999,5.063520871143376,0.01,0.11,0.01643835616438356,331.8181818181818,5.237749546279492
Jay Rodriguez,eng ENG,FW,Burnley,34,1989,21,7,822,9.1,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.5,2.7,0.2,2.9,2.0,17.0,28.0,0.22,0.4,0.0240875912408759,0.4051094890510949,0.0628571428571428,0.054054054054054,2.0802919708029197,0.010476190476190476,0.06285714285714286,0.011764705882352941,77.27272727272727,2.485401459854015
Dango Ouattara,bf BFA,"FW,DF",Bournemouth,21,2002,30,12,1229,13.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.6,2.6,1.5,4.1,47.0,35.0,90.0,0.22,0.3,0.0161106590724166,0.3002441008950366,0.0846153846153846,0.3658536585365854,6.004882017900733,0.007333333333333333,0.0846153846153846,0.04285714285714286,159.0909090909091,6.305126118795769
Reece Burke,eng ENG,DF,Luton Town,26,1996,22,20,1660,18.4,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.4,2.7,11.0,67.0,14.0,0.22,0.15,0.0119277108433734,0.1463855421686747,0.1692307692307692,0.5185185185185185,4.228915662650603,0.01,0.1692307692307692,0.0208955223880597,304.54545454545456,4.375301204819277
Lorenz Assignon,tg TOG,DF,Burnley,23,2000,15,15,1234,13.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,2.6,3.0,38.0,34.0,57.0,0.22,0.22,0.0160453808752025,0.2188006482982172,0.5499999999999999,0.8666666666666667,5.251215559157212,0.014666666666666666,0.5499999999999999,0.07647058823529412,154.54545454545453,5.47001620745543
Dara O'Shea,ie IRL,DF,Burnley,24,1999,33,32,2892,32.1,3.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,0.7,0.7,2.0,2.7,32.0,122.0,10.0,0.22,0.08,0.0068464730290456,0.0840248962655601,0.3142857142857143,0.7407407407407407,4.79253112033195,0.006666666666666667,0.31428571428571433,0.01639344262295082,554.5454545454545,4.87655601659751
Rico Lewis,eng ENG,"DF,MF",Manchester City,18,2004,16,8,809,9.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.8,21.0,33.0,46.0,0.22,0.19,0.0244746600741656,0.1891223733003708,0.3666666666666667,0.6470588235294118,6.007416563658838,0.01375,0.3666666666666667,0.03333333333333333,150.0,6.196538936959209
